,x
2019/1/1,2.64695546909
2019/1/2,2.46060741012
2019/1/3,2.58333312291
2019/1/4,2.55964532387
2019/1/5,2.66525106669
2019/1/6,2.34906981019
2019/1/7,2.37476147888
2019/1/8,1.92526602501
2019/1/9,1.93668909653
2019/1/10,2.48543408576
2019/1/11,2.42900515421
2019/1/12,2.65619033123
2019/1/13,2.17187081932
2019/1/14,1.69977333117
2019/1/15,2.41295693155
2019/1/16,2.28605292709
2019/1/17,1.97586129523
2019/1/18,1.72979255936
2019/1/19,1.64932802178
2019/1/20,1.86807224493
2019/1/21,1.70113353956
2019/1/22,1.66573143677
2019/1/23,1.85522029721
2019/1/24,1.99171398216
2019/1/25,2.3202524515
2019/1/26,2.38370207187
2019/1/27,1.98029319771
2019/1/28,1.88313702618
2019/1/29,1.73405444448
2019/1/30,1.85039986181
2019/1/31,1.95037532503
2019/2/1,1.64313114019
2019/2/2,1.76256986595
2019/2/3,1.90821725427
2019/2/4,1.95324120132
2019/2/5,2.23893336976
2019/2/6,2.32722674552
2019/2/7,2.21612554357
2019/2/8,1.78758478847
2019/2/9,1.85988325285
2019/2/10,1.66449487559
2019/2/11,1.86924944212
2019/2/12,2.43014637336
2019/2/13,2.78334279312
2019/2/14,2.34570644079
2019/2/15,2.44046983296
2019/2/16,2.28444249542
2019/2/17,2.00850096977
2019/2/18,1.84601550782
2019/2/19,2.01655797534
2019/2/20,2.02336688676
2019/2/21,1.84898930346
2019/2/22,1.80862783669
2019/2/23,2.83352206101
2019/2/24,2.77634972405
2019/2/25,2.58385923458
2019/2/26,2.33294777534
2019/2/27,2.35256364099
2019/2/28,2.32489622979
2019/3/1,1.82772502968
2019/3/2,1.87013596705
2019/3/3,1.92172230223
2019/3/4,1.68383963596
2019/3/5,1.61194382702
2019/3/6,1.68668242674
2019/3/7,1.91413603707
2019/3/8,1.59195817797
2019/3/9,1.67635466004
2019/3/10,1.61199167488
2019/3/11,1.64186057544
2019/3/12,2.56304663801
2019/3/13,2.2102413396
2019/3/14,1.85457731836
2019/3/15,1.88938581047
2019/3/16,1.56221778143
2019/3/17,1.67755114292
2019/3/18,1.69433221669
2019/3/19,2.0840172325
2019/3/20,2.12721544422
2019/3/21,2.33199650904
2019/3/22,2.37977175998
2019/3/23,2.49047219766
2019/3/24,2.14475651344
2019/3/25,1.65343673852
2019/3/26,1.99653771615
2019/3/27,2.22832220472
2019/3/28,2.62048217399
2019/3/29,2.6232730999
2019/3/30,2.41919220366
2019/3/31,1.82728889225
2019/4/1,1.73941273569
2019/4/2,1.65956251309
2019/4/3,1.66160721092
2019/4/4,1.67253173579
2019/4/5,2.05468552942
2019/4/6,1.99879495186
2019/4/7,1.81507657368
2019/4/8,1.85289159291
2019/4/9,1.82798812659
2019/4/10,1.78114034159
2019/4/11,1.71392259072
2019/4/12,1.77148698963
2019/4/13,1.87680792305
2019/4/14,1.73465606119
2019/4/15,1.98735051143
2019/4/16,2.05288803531
2019/4/17,1.97592952163
2019/4/18,2.20237073726
2019/4/19,2.38973718123
2019/4/20,2.36916405797
2019/4/21,2.33529054668
2019/4/22,1.93214275894
2019/4/23,1.65605161524
2019/4/24,1.86937144305
2019/4/25,1.93254736909
2019/4/26,1.68827450775
2019/4/27,1.87591202077
2019/4/28,1.84982069478
2019/4/29,1.84197909964
2019/4/30,1.93592216256
2019/5/1,1.80533725342
2019/5/2,1.699260493
2019/5/3,1.69840190434
2019/5/4,1.43797786445
2019/5/5,1.74013137452
2019/5/6,1.80852446882
2019/5/7,2.05924232656
2019/5/8,1.89253845657
2019/5/9,1.60293860432
2019/5/10,1.61968210569
2019/5/11,1.64473756269
2019/5/12,1.58552397831
2019/5/13,1.87224063314
2019/5/14,1.94089104663
2019/5/15,1.78732765768
2019/5/16,1.88548391725
2019/5/17,1.81511687403
2019/5/18,1.57608240877
2019/5/19,1.6560454024
2019/5/20,1.63208707964
2019/5/21,1.63115511482
2019/5/22,1.6138828684
2019/5/23,1.67047353186
2019/5/24,1.5968625607
2019/5/25,1.61542488391
2019/5/26,1.35856469054
2019/5/27,1.47980088177
2019/5/28,1.34708401541
2019/5/29,1.63331624148
2019/5/30,1.58049687
2019/5/31,1.77057163945
2019/6/1,1.73661028746
2019/6/2,1.40007048633
2019/6/3,1.38882049223
2019/6/4,1.37467325806
2019/6/5,1.37410059983
2019/6/6,1.53549326605
2019/6/7,1.88672377801
2019/6/8,1.77985402474
2019/6/9,1.68157335981
2019/6/10,1.64041854895
2019/6/11,1.66460140134
2019/6/12,1.76554369192
2019/6/13,1.35240979277
2019/6/14,1.50816099379
2019/6/15,1.47091412432
2019/6/16,1.38920928405
2019/6/17,1.55895688986
2019/6/18,1.58066653735
2019/6/19,1.50506417817
2019/6/20,1.38417073444
2019/6/21,1.4193656829
2019/6/22,1.66413375217
2019/6/23,1.33044070268
2019/6/24,1.46144160137
2019/6/25,1.81067921693
2019/6/26,1.82129598421
2019/6/27,1.80382824079
2019/6/28,1.74041327088
2019/6/29,2.18644646076
2019/6/30,2.13950696544
2019/7/1,1.81853486102
2019/7/2,1.55168081766
2019/7/3,1.44719270321
2019/7/4,1.47953226653
2019/7/5,1.55970051207
2019/7/6,1.43881819237
2019/7/7,1.33518247221
2019/7/8,1.30240634127
2019/7/9,1.15851482481
2019/7/10,1.44484009414
2019/7/11,1.91641585822
2019/7/12,1.46276037771
2019/7/13,1.43531422881
2019/7/14,1.97334459729
2019/7/15,2.04196252024
2019/7/16,1.93285169777
2019/7/17,1.93769947031
2019/7/18,1.62023346649
2019/7/19,1.46670817559
2019/7/20,1.49890583145
2019/7/21,1.5948632171
2019/7/22,1.62241273511
2019/7/23,1.66105140137
2019/7/24,1.94625075611
2019/7/25,1.68796375844
2019/7/26,1.33973611515
2019/7/27,1.36206277489
2019/7/28,1.41971955415
2019/7/29,1.49357682578
2019/7/30,1.43414814963
2019/7/31,1.39393275114
2019/8/1,1.45807201263
2019/8/2,1.75122845572
2019/8/3,1.56090887739
2019/8/4,1.74497471838
2019/8/5,1.76531370638
2019/8/6,1.5764842304
2019/8/7,1.77228222471
2019/8/8,1.78090319039
2019/8/9,1.49094006404
2019/8/10,1.35557224019
2019/8/11,1.38132613005
2019/8/12,1.24969721755
2019/8/13,1.24518485521
2019/8/14,1.45326109177
2019/8/15,1.72125902039
2019/8/16,1.54274381814
2019/8/17,1.49092688554
2019/8/18,1.51252974429
2019/8/19,1.67735711465
2019/8/20,1.58013237003
2019/8/21,1.53058808845
2019/8/22,1.46741158268
2019/8/23,1.66767223366
2019/8/24,1.78958324504
2019/8/25,1.62697917904
2019/8/26,1.58243219973
2019/8/27,1.43080635727
2019/8/28,1.40806187464
2019/8/29,1.56400249741
2019/8/30,1.46339774368
2019/8/31,1.62635337448
2019/9/1,1.55526666501
2019/9/2,1.40100698836
2019/9/3,1.60242698784
2019/9/4,1.88699191153
2019/9/5,1.72664655946
2019/9/6,1.46459242728
2019/9/7,1.5892291881
2019/9/8,1.67858517378
2019/9/9,1.70557461935
2019/9/10,1.88741292158
2019/9/11,1.86072741221
2019/9/12,1.89684065541
2019/9/13,1.94578135413
2019/9/14,2.0366402236
2019/9/15,1.98393860588
2019/9/16,1.63189785372
2019/9/17,1.44318661783
2019/9/18,1.40184633942
2019/9/19,1.47799639561
2019/9/20,2.05601338675
2019/9/21,2.03432733398
2019/9/22,1.68665930873
2019/9/23,1.23993419912
2019/9/24,1.49698998019
2019/9/25,1.39497236359
2019/9/26,1.34127744998
2019/9/27,1.45711751368
2019/9/28,1.35236748063
2019/9/29,1.32063282703
2019/9/30,1.4271119483
2019/10/1,1.32988058716
2019/10/2,1.30248669993
2019/10/3,1.43611129951
2019/10/4,1.93891514349
2019/10/5,1.57512341291
2019/10/6,1.53787046239
2019/10/7,1.63597126962
2019/10/8,2.08674455643
2019/10/9,1.87813504374
2019/10/10,1.56231093313
2019/10/11,1.51119052656
2019/10/12,1.50050416076
2019/10/13,1.57142357718
2019/10/14,1.49318875015
2019/10/15,1.59633136803
2019/10/16,1.54491325065
2019/10/17,1.68482090003
2019/10/18,1.59608995769
2019/10/19,1.56395349149
2019/10/20,1.5362256487
2019/10/21,1.58850733404
2019/10/22,1.52194241506
2019/10/23,1.75052153242
2019/10/24,1.81448377215
2019/10/25,1.75851684225
2019/10/26,1.80022769273
2019/10/27,1.7259877743
2019/10/28,1.45950610851
2019/10/29,1.47927416783
2019/10/30,1.45735187395
2019/10/31,1.41246594119
2019/11/1,1.48791431132
2019/11/2,1.42404755223
2019/11/3,1.3278439987
2019/11/4,1.59773295562
2019/11/5,1.33913777067
2019/11/6,1.35480281496
2019/11/7,1.51151015268
2019/11/8,1.56230586188
2019/11/9,1.46109733787
2019/11/10,1.65619947173
2019/11/11,1.84014811324
2019/11/12,1.72434608161
2019/11/13,1.63581142101
2019/11/14,1.51938173939
2019/11/15,1.76201979868
2019/11/16,1.69053410958
2019/11/17,1.77260447426
2019/11/18,1.74713787007
2019/11/19,1.55382822783
2019/11/20,1.4852633081
2019/11/21,1.49379538177
2019/11/22,1.54504219502
2019/11/23,1.77961700966
2019/11/24,1.45142397103
2019/11/25,1.61674919382
2019/11/26,1.55849844883
2019/11/27,1.47399088407
2019/11/28,1.52117684213
2019/11/29,1.57803231316
2019/11/30,1.59167228357
2019/12/1,1.72035637781
2019/12/2,1.62531922283
2019/12/3,1.85942313513
2019/12/4,2.39091504249
2019/12/5,2.07542221296
2019/12/6,1.63765927693
2019/12/7,1.47967297515
2019/12/8,1.5778206056
2019/12/9,1.49786617748
2019/12/10,1.95790781835
2019/12/11,2.32012998415
2019/12/12,1.8293877987
2019/12/13,1.69723620685
2019/12/14,2.23699432006
2019/12/15,1.64034170874
2019/12/16,1.62152536917
2019/12/17,1.72807993599
2019/12/18,1.82279746433
2019/12/19,1.60462216508
2019/12/20,1.59674986882
2019/12/21,1.35859244148
2019/12/22,1.64824897117
2019/12/23,1.92672417391
2019/12/24,2.04726576414
2019/12/25,1.84753363539
2019/12/26,2.1443467908
2019/12/27,2.16501016528
2019/12/28,2.49542329761
2019/12/29,2.53977395449
2019/12/30,2.58066258365
2019/12/31,2.38768765974
