,x
2019/1/1,1.80902603296
2019/1/2,2.14086134418
2019/1/3,2.0395982146
2019/1/4,2.0370597735
2019/1/5,2.15943686966
2019/1/6,2.07608840449
2019/1/7,1.76731604223
2019/1/8,1.95732107053
2019/1/9,2.13955868014
2019/1/10,2.24725390789
2019/1/11,1.82031191614
2019/1/12,1.7690349621
2019/1/13,1.73385936492
2019/1/14,2.04211630507
2019/1/15,2.15959289868
2019/1/16,2.04002502753
2019/1/17,2.03183710694
2019/1/18,2.16857422162
2019/1/19,1.95344182512
2019/1/20,1.82410375492
2019/1/21,2.29433013316
2019/1/22,1.89324241009
2019/1/23,1.90974738626
2019/1/24,2.08443007058
2019/1/25,1.70992440727
2019/1/26,1.65003706517
2019/1/27,1.90313173124
2019/1/28,2.23098856669
2019/1/29,2.07682967009
2019/1/30,1.95191101268
2019/1/31,1.92303255066
2019/2/1,1.6676663835
2019/2/2,1.94535866722
2019/2/3,2.20181767251
2019/2/4,2.14198557008
2019/2/5,2.01415637252
2019/2/6,1.58296798249
2019/2/7,1.88740342703
2019/2/8,1.76701701521
2019/2/9,1.95166475811
2019/2/10,1.83516595179
2019/2/11,2.01306636495
2019/2/12,1.9955809445
2019/2/13,2.02559144909
2019/2/14,2.09203457956
2019/2/15,2.17570582372
2019/2/16,2.07372283715
2019/2/17,2.27712629599
2019/2/18,2.22377773345
2019/2/19,1.86064682262
2019/2/20,1.84937184506
2019/2/21,1.93514646001
2019/2/22,1.98342646335
2019/2/23,2.18937132871
2019/2/24,2.72788271374
2019/2/25,2.63022048872
2019/2/26,2.32698771221
2019/2/27,2.10250756424
2019/2/28,1.88674572543
2019/3/1,1.75378711053
2019/3/2,1.86186741027
2019/3/3,1.81417915223
2019/3/4,2.0097824027
2019/3/5,1.82056664486
2019/3/6,1.84339475091
2019/3/7,1.97268712008
2019/3/8,2.0675801596
2019/3/9,1.77165149095
2019/3/10,2.05841760518
2019/3/11,2.31060830072
2019/3/12,2.20238648448
2019/3/13,2.14707747091
2019/3/14,1.70371549287
2019/3/15,1.74872483725
2019/3/16,1.92472863122
2019/3/17,1.99195917272
2019/3/18,2.0807784363
2019/3/19,2.18005925706
2019/3/20,2.03805669924
2019/3/21,2.04916839824
2019/3/22,2.06143123236
2019/3/23,1.94087909949
2019/3/24,1.97343207682
2019/3/25,2.32561529255
2019/3/26,2.3423525785
2019/3/27,2.21535914767
2019/3/28,2.1847788153
2019/3/29,2.13913257527
2019/3/30,2.33843468354
2019/3/31,2.30790604695
2019/4/1,2.17241379665
2019/4/2,1.96778099871
2019/4/3,2.16461358895
2019/4/4,2.36746380047
2019/4/5,2.36851128553
2019/4/6,2.20910164498
2019/4/7,2.15542423812
2019/4/8,2.09668120298
2019/4/9,1.84444154247
2019/4/10,1.7387498916
2019/4/11,2.32371467272
2019/4/12,2.4608878917
2019/4/13,2.68566223373
2019/4/14,2.50475582915
2019/4/15,2.4209844754
2019/4/16,1.98747872402
2019/4/17,1.94548584327
2019/4/18,2.06586550744
2019/4/19,2.18024667009
2019/4/20,2.23672185011
2019/4/21,2.33808181804
2019/4/22,2.17707677176
2019/4/23,2.10135510547
2019/4/24,1.8280883601
2019/4/25,1.76537125476
2019/4/26,1.92241396701
2019/4/27,2.01233179067
2019/4/28,1.96059749332
2019/4/29,2.03360408297
2019/4/30,1.92294522447
2019/5/1,1.86791470257
2019/5/2,1.8563397024
2019/5/3,1.81275633607
2019/5/4,1.94220567228
2019/5/5,2.14042905807
2019/5/6,2.30298176499
2019/5/7,2.29531617615
2019/5/8,1.66072956768
2019/5/9,1.74853666763
2019/5/10,1.77561496183
2019/5/11,1.72637511904
2019/5/12,2.18540417097
2019/5/13,2.34100320768
2019/5/14,2.47155997435
2019/5/15,2.41659133749
2019/5/16,2.395421936
2019/5/17,2.05773640929
2019/5/18,1.63978771713
2019/5/19,1.48270958656
2019/5/20,1.7621746269
2019/5/21,1.87813991759
2019/5/22,2.07548313223
2019/5/23,2.06061623326
2019/5/24,1.93765021664
2019/5/25,1.90691787723
2019/5/26,1.7074252116
2019/5/27,1.90978872109
2019/5/28,1.95559557625
2019/5/29,1.984188106
2019/5/30,1.65173822139
2019/5/31,1.80760862332
2019/6/1,1.73401629658
2019/6/2,1.84196037122
2019/6/3,1.7509517469
2019/6/4,1.54802535161
2019/6/5,1.51830975226
2019/6/6,1.82881896853
2019/6/7,1.81790951022
2019/6/8,1.89187341668
2019/6/9,1.83240360895
2019/6/10,1.8006073367
2019/6/11,1.75300819869
2019/6/12,1.57620782299
2019/6/13,1.61018347191
2019/6/14,1.75317893855
2019/6/15,1.80237242986
2019/6/16,1.77982222883
2019/6/17,1.78382644297
2019/6/18,1.69397456883
2019/6/19,1.63403798854
2019/6/20,1.74251346727
2019/6/21,2.03329054515
2019/6/22,1.93543946676
2019/6/23,1.70659658678
2019/6/24,1.57315577782
2019/6/25,1.54822208615
2019/6/26,1.43370648744
2019/6/27,1.55396343346
2019/6/28,1.92418273291
2019/6/29,1.85437049656
2019/6/30,1.78724164173
2019/7/1,1.88446022014
2019/7/2,1.97344982074
2019/7/3,2.0280556477
2019/7/4,2.09035928094
2019/7/5,2.10607177762
2019/7/6,1.9881078864
2019/7/7,1.83335926321
2019/7/8,2.13161986652
2019/7/9,2.2012956082
2019/7/10,2.10169068506
2019/7/11,1.91611821334
2019/7/12,1.86526055155
2019/7/13,1.81956225809
2019/7/14,1.83683711102
2019/7/15,1.90749301724
2019/7/16,2.01157468656
2019/7/17,2.08367831921
2019/7/18,1.8302485789
2019/7/19,1.72689721378
2019/7/20,1.66900466969
2019/7/21,1.81467176398
2019/7/22,1.91966550422
2019/7/23,2.00483858408
2019/7/24,1.95523848335
2019/7/25,1.90740127801
2019/7/26,1.63406018026
2019/7/27,1.51339362683
2019/7/28,1.83067208969
2019/7/29,2.02051596116
2019/7/30,1.85948604739
2019/7/31,1.93567865019
2019/8/1,1.93641028297
2019/8/2,1.95782286716
2019/8/3,1.75752727854
2019/8/4,1.89162641126
2019/8/5,1.77983503758
2019/8/6,1.41926152381
2019/8/7,1.68065374376
2019/8/8,1.7450519198
2019/8/9,1.38119654813
2019/8/10,1.88492570316
2019/8/11,1.80577475128
2019/8/12,1.71283688448
2019/8/13,1.83227699823
2019/8/14,1.76732932792
2019/8/15,1.70585157989
2019/8/16,1.76665609077
2019/8/17,1.27385798523
2019/8/18,1.44835893883
2019/8/19,1.92025702442
2019/8/20,1.95715940112
2019/8/21,1.97358785393
2019/8/22,1.96743329982
2019/8/23,1.94270723649
2019/8/24,1.88424699613
2019/8/25,1.87681230401
2019/8/26,1.92170348186
2019/8/27,1.80957519808
2019/8/28,1.62794985574
2019/8/29,1.78049768127
2019/8/30,2.03622957484
2019/8/31,1.95999885471
2019/9/1,1.9655364304
2019/9/2,2.05713709205
2019/9/3,1.93746642298
2019/9/4,1.8678507925
2019/9/5,1.97810793274
2019/9/6,2.08425416351
2019/9/7,1.83201065732
2019/9/8,1.97427755962
2019/9/9,2.01442498864
2019/9/10,2.11490048683
2019/9/11,1.88963911882
2019/9/12,1.52897965379
2019/9/13,1.52348996265
2019/9/14,1.70279783048
2019/9/15,1.92710583622
2019/9/16,1.80541532319
2019/9/17,1.73177502106
2019/9/18,2.19468742965
2019/9/19,2.14204117034
2019/9/20,2.45602782084
2019/9/21,2.09140648473
2019/9/22,1.47653166988
2019/9/23,1.65682056131
2019/9/24,1.43454949127
2019/9/25,1.49369409487
2019/9/26,1.46841169561
2019/9/27,1.53863359232
2019/9/28,1.7091072327
2019/9/29,1.53927132684
2019/9/30,1.67215830279
2019/10/1,1.45542862076
2019/10/2,1.8991360356
2019/10/3,2.07065666123
2019/10/4,1.64812027279
2019/10/5,1.47478970617
2019/10/6,1.64659532881
2019/10/7,1.79015985842
2019/10/8,1.33804607979
2019/10/9,1.61015393707
2019/10/10,1.77411783113
2019/10/11,1.58631068914
2019/10/12,1.44738083216
2019/10/13,1.52252711281
2019/10/14,1.60882005446
2019/10/15,1.61936376785
2019/10/16,1.44117646376
2019/10/17,1.44379099401
2019/10/18,1.80609133613
2019/10/19,1.52422446844
2019/10/20,1.4498110825
2019/10/21,1.57334153905
2019/10/22,1.54105628515
2019/10/23,1.47877016112
2019/10/24,1.50312859106
2019/10/25,1.43244360305
2019/10/26,1.61941297864
2019/10/27,1.62283129724
2019/10/28,1.9798027797
2019/10/29,1.92173713756
2019/10/30,1.74305671367
2019/10/31,1.56284209133
2019/11/1,1.31066178227
2019/11/2,1.63982847178
2019/11/3,1.49771341761
2019/11/4,1.67896004971
2019/11/5,1.7397951252
2019/11/6,1.67282818075
2019/11/7,1.74621035877
2019/11/8,1.83971364815
2019/11/9,1.80834440035
2019/11/10,1.58891763848
2019/11/11,1.7470401792
2019/11/12,1.78540362686
2019/11/13,1.84693408302
2019/11/14,1.83502114809
2019/11/15,1.71032239904
2019/11/16,1.73794479116
2019/11/17,1.90703896333
2019/11/18,1.78525051674
2019/11/19,2.05102895143
2019/11/20,2.03363413771
2019/11/21,1.84136645371
2019/11/22,1.8656547882
2019/11/23,1.60221342738
2019/11/24,1.60448651362
2019/11/25,1.57607819003
2019/11/26,1.47405966249
2019/11/27,1.63478734848
2019/11/28,1.75302936708
2019/11/29,1.79491544895
2019/11/30,2.08537394074
2019/12/1,1.9394889269
2019/12/2,2.02197274787
2019/12/3,1.75490608536
2019/12/4,1.94577199845
2019/12/5,1.78156474729
2019/12/6,1.69200426296
2019/12/7,1.64314564561
2019/12/8,1.70912666943
2019/12/9,2.04377729088
2019/12/10,1.96182995523
2019/12/11,1.72998932025
2019/12/12,1.730831955
2019/12/13,1.93915178458
2019/12/14,1.96262565124
2019/12/15,1.773727832
2019/12/16,1.50031722631
2019/12/17,1.74042539916
2019/12/18,1.64825852434
2019/12/19,1.78011206976
2019/12/20,1.72842546117
2019/12/21,1.73304873301
2019/12/22,1.83207524582
2019/12/23,1.94756505796
2019/12/24,1.76065525272
2019/12/25,2.04790612944
2019/12/26,1.83254092142
2019/12/27,1.74333571419
2019/12/28,1.95051797003
2019/12/29,2.06918587688
2019/12/30,2.03703514226
2019/12/31,1.89191894452
