station,lat,loc,country,air,rh,R
720483-99999,39.096,-93.203,US,3.0,89.956357015,2.01304445681
724586-03919,38.8,-97.65,US,4.8875,81.0201530575,2.05260883677
720425-99999,37.163,-101.371,US,10.8125,64.2277285254,2.08020233925
726413-04875,43.417,-88.133,US,3.25,79.7951788932,2.0953123651
A00015-53129,36.96,-113.014,US,8.625,60.7594317285,2.15296657577
725229-04858,40.023,-82.463,US,13.925,67.3142696426,1.99252806647
727449-04954,46.419,-92.804,US,-2.08333333333,53.6963791541,2.42409340019
724765-93013,38.506,-107.899,US,6.50833333333,40.9114315958,2.36487608358
999999-93804,34.917,-81.95,US,14.5,68.7759289955,1.96868252922
724107-53895,36.766,-80.823,US,12.2304347826,74.1034837979,1.96759176119
726836-04201,45.773,-122.861,US,5.1125,77.0838562025,2.08195876378
721011-99999,47.967,-100.581,US,-1.325,76.0047357477,2.21777886728
722166-93845,30.783,-83.277,US,18.7875,67.3142435973,1.89693153994
720305-53964,33.254,-97.581,US,16.2875,63.0483760056,1.98268268387
725556-94975,42.577,-100.001,US,3.625,84.0840233224,2.05114157989
725810-24193,40.721,-114.036,US,7.23333333333,55.1720484662,2.22826649083
724660-93037,38.81,-104.688,US,8.49583333333,38.2945095464,2.34825502476
724880-23185,39.484,-119.771,US,8.21666666667,45.5571784312,2.29142974239
726370-14826,42.967,-83.749,US,9.03636363636,73.1610412542,2.03847335695
725127-04726,40.316,-78.834,US,11.4375,57.808927635,2.12298815089
720932-00317,31.606,-90.409,US,19.0833333333,85.6948422384,1.73340992026
726563-94969,44.333,-93.317,US,0.0434782608696,74.0003780276,2.20807197391
747810-13857,30.967,-83.2,US,18.6125,69.4598243334,1.88196295722
725970-24225,42.381,-122.872,US,7.10416666667,66.6663971757,2.13218439557
720855-00283,48.784,-97.632,US,-5.20833333333,81.1266031388,2.2501795784
747355-53997,31.917,-98.6,US,18.3333333333,83.5850910884,1.76625658513
701338-99999,61.533,-165.583,US,-19.4105263158,79.124167231,2.54657559253
725104-04843,41.626,-80.215,US,9.34583333333,73.0815538087,2.03307118499
701333-26643,66.069,-162.764,US,-25.7166666667,79.9329041941,2.66361534868
723628-93942,31.178,-99.324,US,18.9583333333,77.6295418501,1.80506769759
725053-94728,40.779,-73.969,US,15.9916666667,40.9854071266,2.17779904019
725050-04781,40.794,-73.102,US,10.125,75.1230657802,2.00023659561
723403-13963,34.727,-92.239,US,15.8833333333,80.3927828097,1.84181359016
727584-94038,46.014,-102.655,US,1.65,70.4212458128,2.20719671093
727417-54825,45.407,-83.813,US,0.658333333333,85.2239045169,2.09968606591
724796-94128,41.787,-111.853,US,6.8625,69.9856750094,2.10845615842
725637-99999,42.806,-102.175,US,5.57916666667,70.0641721072,2.13301298665
722120-12833,29.633,-83.105,US,19.2333333333,71.2273789362,1.85459175539
721001-99999,47.333,-112.1,US,-0.4375,39.1454752861,2.51658307205
720866-00292,47.29,-101.581,US,-1.95833333333,85.0198624118,2.15288041384
725434-54789,41.139,-75.379,US,10.9083333333,50.7860384078,2.19364795713
726384-14817,44.283,-85.417,US,1.14090909091,80.0969992459,2.13418747374
785510-11624,17.7,-64.813,US,26.1916666667,65.1339213292,1.77007278833
723264-99999,35.964,-83.874,US,15.4375,64.7504240945,1.98479011127
722506-12959,26.184,-98.254,US,23.4458333333,78.2180087854,1.71179440129
720887-00297,46.117,-89.883,US,-4.0125,74.5781351524,2.28285535039
720492-00151,44.567,-72.017,US,6.725,71.5832167328,2.09745250043
724298-04850,40.708,-84.027,US,10.7666666667,78.7194297126,1.9567646264
725316-03887,39.834,-88.866,US,7.5625,88.2791732171,1.9377359438
722689-23077,34.433,-103.083,US,12.0041666667,61.8884559627,2.07684513117
723626-03737,36.399,-76.016,US,16.4166666667,70.9969783455,1.91194425913
727883-24220,47.034,-120.53,US,2.85,46.5906086571,2.38807157772
723815-23161,34.854,-116.786,US,15.0041666667,59.9983342688,2.03408237531
703061-25521,59.324,-155.902,US,-14.9458333333,66.8086722515,2.56446667542
726515-94902,44.3,-96.8,US,-3.60416666667,89.4774593628,2.14699131533
725175-64706,40.633,-79.1,US,12.0,68.0763161877,2.02383520711
720863-00289,48.381,-102.898,US,-2.70833333333,94.1218991104,2.08952993897
727507-54904,45.332,-95.651,US,-8.0,84.5776748729,2.27545354959
725314-03960,38.571,-90.157,US,8.77083333333,88.0680035735,1.91579194601
722540-13904,30.183,-97.68,US,19.4583333333,86.3533048467,1.72038781108
722899-03179,33.975,-117.636,US,17.1958333333,66.177644401,1.93797572771
726480-94853,45.733,-87.083,US,-2.5375,73.9571743341,2.25918469421
726228-94740,44.385,-74.207,US,6.1375,78.1821775089,2.05238366697
722330-53865,30.343,-89.822,US,19.5833333333,83.6506918139,1.7411187309
724678-94033,40.517,-106.867,US,0.775,82.7227499475,2.11885230545
702626-99999,57.58,-157.58,US,-11.9625,76.3705810489,2.4237731646
720572-99999,40.612,-112.351,US,5.08333333333,75.6129653592,2.09515242388
747940-12868,28.483,-80.567,US,20.7708333333,75.1101524137,1.79105030896
720864-00290,35.937,-77.547,US,16.3875,68.7934952609,1.93142356066
724955-93227,38.21,-122.285,US,11.875,65.1927439783,2.05103375667
723147-53870,35.197,-81.156,US,16.5083333333,61.792970212,1.98911248225
