station,lat,loc,country,air,rh,R
720483-99999,39.096,-93.203,US,11.0,53.9784784121,2.16445465522
724586-03919,38.8,-97.65,US,15.5583333333,49.6419563942,2.1120451808
720425-99999,37.163,-101.371,US,14.0083333333,54.8221704619,2.0980719441
726413-04875,43.417,-88.133,US,5.66666666667,61.9981316438,2.20049936383
A00015-53129,36.96,-113.014,US,12.4583333333,48.9550128053,2.1788851568
725229-04858,40.023,-82.463,US,10.1208333333,56.2508915862,2.16224176686
727449-04954,46.419,-92.804,US,4.04166666667,56.2493684966,2.28177125163
724765-93013,38.506,-107.899,US,9.8125,52.2325803213,2.20278071084
999999-93804,34.917,-81.95,US,13.8333333333,78.4248719852,1.89900126503
724107-53895,36.766,-80.823,US,9.94166666667,72.1931899904,2.02897926322
726836-04201,45.773,-122.861,US,10.325,78.2328749327,1.96962243308
721011-99999,47.967,-100.581,US,6.5375,51.9805348034,2.26932976139
722166-93845,30.783,-83.277,US,22.6166666667,75.4036106542,1.75224335392
720305-53964,33.254,-97.581,US,16.5041666667,80.3856712474,1.82966902403
725556-94975,42.577,-100.001,US,9.35,66.3776754316,2.0905085448
725810-24193,40.721,-114.036,US,10.4416666667,59.1908670834,2.13070919376
724660-93037,38.81,-104.688,US,9.57916666667,47.4432381563,2.24846059995
724880-23185,39.484,-119.771,US,10.35,41.0075878574,2.28852389618
726370-14826,42.967,-83.749,US,5.99,46.3867757536,2.32808806403
725127-04726,40.316,-78.834,US,8.325,54.4480469705,2.21301625699
720932-00317,31.606,-90.409,US,15.8,91.1997657386,1.75072800996
726563-94969,44.333,-93.317,US,7.83333333333,52.41343296,2.24013941187
747810-13857,30.967,-83.2,US,20.8125,79.4027759486,1.75340043236
725970-24225,42.381,-122.872,US,14.8291666667,50.0671821044,2.12273216088
720855-00283,48.784,-97.632,US,5.16666666667,53.0469233649,2.28713073086
747355-53997,31.917,-98.6,US,29.25,37.9588212604,1.94310831359
701338-99999,61.533,-165.583,US,1.62916666667,95.9672479993,1.9884215955
725104-04843,41.626,-80.215,US,4.975,46.5237002735,2.34686815165
701333-26643,66.069,-162.764,US,-5.82105263158,90.9287424653,2.17812328438
723628-93942,31.178,-99.324,US,21.2083333333,41.648276127,2.0695519575
725053-94728,40.779,-73.969,US,11.9625,42.145292918,2.24706063676
725050-04781,40.794,-73.102,US,10.275,63.1097118717,2.10036217214
723403-13963,34.727,-92.239,US,14.8083333333,79.9127507953,1.86706676484
727584-94038,46.014,-102.655,US,6.9125,54.4594545955,2.24068812957
727417-54825,45.407,-83.813,US,2.57083333333,52.0298039446,2.34689169882
724796-94128,41.787,-111.853,US,9.18333333333,60.5262125913,2.14399076263
725637-99999,42.806,-102.175,US,6.34285714286,71.7826438058,2.10325434472
722120-12833,29.633,-83.105,US,25.3625,78.5726141868,1.67107022028
721001-99999,47.333,-112.1,US,7.08260869565,52.2643852111,2.25617748793
720866-00292,47.29,-101.581,US,8.625,49.4917869193,2.24964296823
725434-54789,41.139,-75.379,US,6.48333333333,50.3461346646,2.28441783124
726384-14817,44.283,-85.417,US,3.25,42.1418806668,2.41837766388
785510-11624,17.7,-64.813,US,27.1782608696,69.322882549,1.71473505903
723264-99999,35.964,-83.874,US,14.2916666667,76.6936866531,1.90484400185
722506-12959,26.184,-98.254,US,29.8541666667,59.1146143361,1.74971369233
720887-00297,46.117,-89.883,US,1.44583333333,66.3764256959,2.2459151842
720492-00151,44.567,-72.017,US,3.19166666667,54.9206687243,2.30988249568
724298-04850,40.708,-84.027,US,8.42916666667,55.7945918526,2.19941498524
725316-03887,39.834,-88.866,US,10.6416666667,50.0061972334,2.20558166107
722689-23077,34.433,-103.083,US,13.6625,49.2429570319,2.15274067867
723626-03737,36.399,-76.016,US,14.3375,99.135259128,1.71139422668
727883-24220,47.034,-120.53,US,12.225,53.8265453245,2.14167474112
723815-23161,34.854,-116.786,US,18.5875,43.0029173676,2.10945471899
703061-25521,59.324,-155.902,US,2.45416666667,95.0626601083,1.9799634596
726515-94902,44.3,-96.8,US,7.9625,64.1878200407,2.13657575405
725175-64706,40.633,-79.1,US,9.25,56.249061309,2.17937805397
720863-00289,48.381,-102.898,US,6.5,44.1983579443,2.33683808884
725314-03960,38.571,-90.157,US,13.1125,54.6773943035,2.11692620688
722540-13904,30.183,-97.68,US,20.3458333333,66.2596271848,1.87534331542
722899-03179,33.975,-117.636,US,16.0291666667,67.8105588279,1.94690198859
726480-94853,45.733,-87.083,US,3.96956521739,61.573563997,2.23750716873
726228-94740,44.385,-74.207,US,1.07916666667,58.6052289537,2.31980071891
722330-53865,30.343,-89.822,US,21.5875,76.3846010279,1.76405987318
724678-94033,40.517,-106.867,US,3.4125,83.0749640839,2.06397705816
720572-99999,40.612,-112.351,US,8.86956521739,61.8885080497,2.13847094876
747940-12868,28.483,-80.567,US,26.6333333333,78.6860595141,1.64511227604
720864-00290,35.937,-77.547,US,14.0173913043,93.2003782711,1.76860884139
724955-93227,38.21,-122.285,US,13.4833333333,69.5586034677,1.98195484891
723147-53870,35.197,-81.156,US,15.1833333333,71.3745019063,1.93295244031
722470-03901,32.385,-94.712,US,18.2416666667,82.9903379127,1.77316173404
723083-13763,36.698,-76.903,US,13.2833333333,94.9988663694,1.76760939322
720255-99999,36.909,-94.888,US,15.0833333333,71.4418354534,1.93434071848
725407-04854,45.013,-84.701,US,2.37083333333,45.8280951901,2.40403435994
727468-04928,47.783,-93.65,US,3.08695652174,49.5408597959,2.35809985773
A00016-03036,37.583,-109.483,US,9.3125,55.2036360112,2.18711905302
747806-63809,32.955,-84.264,US,17.1666666667,80.5201685705,1.815490287
720477-99999,37.648,-92.652,US,13.6666666667,52.3872395894,2.12568081766
725705-94030,40.443,-109.513,US,9.52083333333,50.9192670838,2.21978310509
723526-03932,35.357,-99.204,US,15.7375,69.0072687769,1.94236838389
725360-94830,41.587,-83.806,US,8.00416666667,46.6616855501,2.28613082131
725114-93778,39.918,-76.874,US,10.5333333333,60.3460347102,2.11899568885
726679-04969,45.698,-92.953,US,5.9375,53.6024192113,2.26720999317
724090-14780,40.033,-74.35,US,11.7285714286,56.6703540304,2.12703464813
720353-63875,36.611,-83.738,US,13.5291666667,69.5362762563,1.98124533305
725383-54827,41.817,-85.433,US,7.4625,51.9549416082,2.251363851
723116-03742,34.466,-79.89,US,17.3166666667,62.2938062026,1.96892347612
720724-99999,34.646,-106.836,US,15.35,25.9248920428,2.31963342627
720775-99999,35.507,-86.804,US,14.4166666667,77.4186727335,1.89616612128
747185-03144,32.834,-115.579,US,21.2041666667,39.1975660109,2.09066096696
724067-93744,39.333,-76.417,US,13.2352941176,66.4523617368,2.01348285395
722220-99999,30.483,-87.183,US,22.1,74.6041816268,1.76926012164
725830-24128,40.902,-117.808,US,7.84166666667,50.9085106914,2.2528878116
720542-00166,30.5,-97.967,US,22.1666666667,57.0540189085,1.9185298511
722331-54941,42.471,-93.207,US,9.15416666667,35.9101921437,2.35576963474
720982-99999,41.117,-103.983,US,7.02173913043,60.2696216971,2.18868925453
725776-24166,43.6,-110.733,US,3.30869565217,55.9578127896,2.29868300974
725217-53855,39.364,-84.525,US,9.22083333333,67.0241759984,2.0875009866
726225-64776,44.65,-73.467,US,3.74583333333,48.8757525595,2.35085295971
726417-54911,45.101,-90.303,US,3.95416666667,53.0128990126,2.31126040981
742079-63876,38.915,-82.099,US,12.2583333333,60.8642178353,2.08063617764
720438-99999,38.474,-100.885,US,13.075,47.7855118394,2.17679580842
727825-94239,47.398,-120.201,US,14.3583333333,46.1607324794,2.16550608199
726426-04895,44.55,-89.533,US,3.2652173913,56.1656250044,2.29775476355
722686-23008,34.383,-103.317,US,15.425,42.0086568666,2.18016022408
723107-00371,33.587,-80.209,US,16.0833333333,87.2016749553,1.77946129555
720967-00457,30.718,-91.479,US,19.4090909091,83.636868162,1.7446629439
720328-63832,39.0,-80.274,US,11.8333333333,50.6172068578,2.17691103183
722101-03039,37.45,-106.8,US,-1.0,76.6609289024,2.20575923002
747186-03164,32.626,-116.468,US,12.7833333333,76.2851620315,1.93800297644
724507-13981,37.67,-95.484,US,16.5166666667,51.0068801409,2.08149330172
723520-13902,34.65,-99.267,US,15.8125,74.2857528207,1.8956044908
723625-93057,35.165,-107.902,US,12.0666666667,32.4310028651,2.32836132875
723010-03810,35.742,-81.382,US,13.8041666667,72.6572426023,1.94906094181
722403-12968,29.562,-91.526,US,21.8083333333,82.3544409088,1.70849706367
726505-04845,42.595,-87.938,US,7.45833333333,54.6081703475,2.22868106508
724060-93721,39.173,-76.684,US,13.3208333333,61.5886048418,2.05353218712
720943-00431,32.521,-94.308,US,17.4416666667,85.9067096196,1.7638672648
724769-94035,40.45,-105.017,US,9.12083333333,59.6443117611,2.15278622176
726517-94039,43.021,-102.518,US,6.82916666667,62.287252062,2.17516396064
725113-54786,40.33,-75.123,US,11.7375,45.2384118183,2.2249451766
723783-03195,35.946,-112.155,US,8.81666666667,52.9323525146,2.21635474876
723570-03948,35.25,-97.467,US,10.84,94.8355094282,1.81704692911
720358-53999,35.473,-98.006,US,15.4041666667,77.3898378098,1.87699927492
725686-94057,42.796,-105.38,US,6.17916666667,58.9831104407,2.21629249575
720853-00281,48.884,-99.621,US,5.20833333333,47.8397597572,2.33098902795
724635-23067,38.049,-103.512,US,11.9,45.7459976334,2.21739534031
725835-24119,40.612,-116.892,US,8.20833333333,56.0318390837,2.20172098733
724290-93815,39.906,-84.219,US,9.62916666667,56.9270833644,2.16610620807
722975-53141,33.79,-118.052,US,16.0173913043,62.0265285731,1.9967604718
726114-54771,44.534,-72.614,US,4.525,48.933349824,2.33504035851
720455-00145,37.633,-84.333,US,11.5,76.552444232,1.96094002849
722747-93084,32.855,-109.635,US,19.1916666667,25.3454709198,2.24907769284
720494-00152,44.933,-73.1,US,4.5875,46.3485458909,2.35598922626
720356-13999,35.538,-98.933,US,15.9583333333,68.6206655559,1.9413438562
722813-53146,31.607,-110.428,US,16.4375,20.99248932,2.34057319163
724636-03013,38.07,-102.688,US,12.0291666667,46.5644831235,2.20783331813
724530-13969,36.737,-97.102,US,16.65,59.7878798292,2.00353099107
722520-12907,27.533,-99.467,US,27.2916666667,48.2293557025,1.89348796141
723068-93759,35.855,-77.893,US,14.0541666667,92.3216975006,1.77542491878
727508-54915,46.725,-94.382,US,3.75,58.150609139,2.27119277359
724036-03710,38.721,-77.515,US,12.1,66.5865353156,2.03465152699
723231-63883,34.679,-86.685,US,15.4583333333,78.3035274996,1.86809490072
722616-03032,30.048,-102.213,US,24.6833333333,11.330805813,2.26135735279
722169-03058,31.383,-103.511,US,22.0208333333,13.2730106349,2.29703798542
720712-00250,31.429,-83.489,US,19.4625,84.1086768622,1.73956480252
724285-13812,39.817,-82.933,US,8.60416666667,64.1519447874,2.12426839706
998255-99999,45.783,-84.717,US,2.11666666667,56.2153817857,2.31990835761
720776-99999,31.673,-89.172,US,17.325,85.0292161805,1.77368982517
999999-00370,35.02,-76.46,US,17.6954545455,85.7162983951,1.76051152341
720257-63835,31.397,-84.895,US,17.3333333333,79.7103179701,1.81916213848
724860-23154,39.295,-114.847,US,3.40833333333,86.4980066576,2.03468926954
720479-00149,36.9,-94.017,US,13.7916666667,79.1463719637,1.89362996188
722552-93929,33.651,-97.197,US,14.925,86.3921359193,1.80917997381
720414-00139,40.333,-82.517,US,8.625,57.7192369935,2.1790514466
747870-12834,29.183,-81.048,US,26.4041666667,71.8571610203,1.70820964178
722725-23078,32.262,-107.721,US,16.575,25.8737878076,2.29598840061
727976-24217,48.794,-122.537,US,10.3541666667,75.0782981178,1.99611528548
727466-04918,44.986,-96.043,US,10.4166666667,47.9312475384,2.22780822945
744662-63817,39.534,-89.328,US,10.6875,49.5397418445,2.20868276497
721025-99999,48.76,-101.592,US,6.325,47.4860009214,2.31207061209
722598-03970,32.969,-96.836,US,15.0,88.2772243869,1.79153141476
724347-53904,38.929,-90.428,US,14.2,43.5094206963,2.19136717043
724235-13810,38.228,-85.664,US,12.3583333333,61.6596712782,2.0718451871
997265-99999,46.49,-84.63,US,0.295833333333,61.3349508393,2.31178003847
720628-00215,35.483,-97.817,US,15.5909090909,76.3962805413,1.88185264023
720386-00125,45.117,-95.133,US,8.0,50.3042456784,2.25495957208
727475-04940,45.886,-93.272,US,4.875,58.626930594,2.2449884355
722010-12836,24.557,-81.755,US,28.1416666667,78.1417700252,1.62012844652
702350-26534,61.1,-155.583,US,3.6,97.3043752159,1.93820246065
724275-14894,40.176,-80.647,US,9.67916666667,50.478359294,2.22045326059
722093-04878,44.68,-84.729,US,1.8125,55.7139532867,2.3301905308
722355-93999,32.233,-90.933,US,16.25,91.9785350924,1.73519916891
720861-00287,48.929,-103.297,US,7.54166666667,39.726651033,2.35472616747
724397-54831,40.483,-88.95,US,9.69166666667,54.6832870518,2.18412923043
703817-25357,58.192,-136.344,US,6.0,90.9093552896,1.94588773162
720652-00433,38.356,-119.519,US,3.15,47.431829686,2.37495590129
722089-94959,40.933,-90.433,US,8.64583333333,49.3750629771,2.25023487632
