station,lat,loc,country,air,rh,R
720483-99999,39.096,-93.203,US,6.76923076923,91.9425219159,1.92190008504
724586-03919,38.8,-97.65,US,7.61666666667,80.2122284492,2.00588541324
720425-99999,37.163,-101.371,US,5.15,82.984222601,2.03059637008
726413-04875,43.417,-88.133,US,1.29166666667,71.7167211875,2.20312636554
A00015-53129,36.96,-113.014,US,4.33333333333,73.9751008723,2.12395030118
725229-04858,40.023,-82.463,US,3.76666666667,65.6021761229,2.2069306622
727449-04954,46.419,-92.804,US,-0.458333333333,63.7300816618,2.30605673267
724765-93013,38.506,-107.899,US,0.691666666667,60.5645740492,2.31060778799
999999-93804,34.917,-81.95,US,8.91666666667,58.1081588744,2.16998033019
724107-53895,36.766,-80.823,US,4.60434782609,68.1003186843,2.16902778743
726836-04201,45.773,-122.861,US,5.31666666667,81.2583559752,2.04212763907
721011-99999,47.967,-100.581,US,-2.45,73.9743391509,2.25731717009
722166-93845,30.783,-83.277,US,15.4541666667,68.6329860143,1.95115006333
720305-53964,33.254,-97.581,US,13.3826086957,70.0979991083,1.97930708069
725556-94975,42.577,-100.001,US,0.0333333333333,74.0260470458,2.20805118301
725810-24193,40.721,-114.036,US,4.90833333333,31.2277117442,2.4794183999
724660-93037,38.81,-104.688,US,1.50833333333,45.8874562046,2.42048179243
724880-23185,39.484,-119.771,US,6.94166666667,34.1470221988,2.41439538287
726370-14826,42.967,-83.749,US,5.37727272727,66.1643915297,2.17044233886
725127-04726,40.316,-78.834,US,5.84583333333,33.0250486318,2.44556599941
720932-00317,31.606,-90.409,US,14.4583333333,81.196440922,1.86293370356
726563-94969,44.333,-93.317,US,-2.59090909091,85.7675893644,2.15890135598
747810-13857,30.967,-83.2,US,15.6833333333,68.4818080273,1.94794175379
725970-24225,42.381,-122.872,US,5.31666666667,66.1345201265,2.17189015065
720855-00283,48.784,-97.632,US,-4.79166666667,73.2884693542,2.30923909961
747355-53997,31.917,-98.6,US,14.5789473684,67.9069579432,1.97458619558
701338-99999,61.533,-165.583,US,-19.9041666667,81.159491658,2.53881747824
725104-04843,41.626,-80.215,US,5.57083333333,42.2213887071,2.37206790156
701333-26643,66.069,-162.764,US,-6.39166666667,46.6509059727,2.56924539342
723628-93942,31.178,-99.324,US,14.0833333333,62.4153241648,2.03144818533
725053-94728,40.779,-73.969,US,10.0375,31.86871672,2.37307916054
725050-04781,40.794,-73.102,US,5.7125,77.7774186444,2.06421199803
723403-13963,34.727,-92.239,US,12.5166666667,84.7169441175,1.87090095281
725753-99999,41.05,-113.07,US,-0.366666666667,48.6574192835,2.43357800921
727584-94038,46.014,-102.655,US,-1.23333333333,67.2917964154,2.29073372009
727417-54825,45.407,-83.813,US,2.8,63.5599881141,2.24345730198
724796-94128,41.787,-111.853,US,1.725,48.8640185125,2.39068322116
725637-99999,42.806,-102.175,US,0.629166666667,70.781523538,2.22417511138
722120-12833,29.633,-83.105,US,15.0375,75.8001366744,1.89784757733
721001-99999,47.333,-112.1,US,-2.32916666667,75.4267987144,2.2424794837
720866-00292,47.29,-101.581,US,-0.260869565217,82.5831207754,2.1404155194
725434-54789,41.139,-75.379,US,4.82083333333,32.2919734246,2.47200728468
726384-14817,44.283,-85.417,US,0.829166666667,62.5071319903,2.29123739086
785510-11624,17.7,-64.813,US,24.2333333333,72.5543702004,1.74490617035
723264-99999,35.964,-83.874,US,8.0,70.8672788462,2.0785287475
722506-12959,26.184,-98.254,US,23.2458333333,70.9035205056,1.77848471073
720492-00151,44.567,-72.017,US,0.5375,66.0171652386,2.26685547225
724298-04850,40.708,-84.027,US,4.44583333333,69.1416875824,2.16320923721
725316-03887,39.834,-88.866,US,6.18333333333,83.4900406746,2.00594111768
722689-23077,34.433,-103.083,US,7.65416666667,57.3311633529,2.20146770177
723626-03737,36.399,-76.016,US,7.94782608696,73.054221886,2.06079051535
727883-24220,47.034,-120.53,US,3.75,59.563732125,2.25906817837
723815-23161,34.854,-116.786,US,14.6333333333,39.9602961883,2.21329932537
703061-25521,59.324,-155.902,US,-19.3625,71.2317879482,2.6133480094
726515-94902,44.3,-96.8,US,-4.00416666667,84.7599342643,2.19533168068
725175-64706,40.633,-79.1,US,4.95833333333,47.5656484255,2.33825590318
720863-00289,48.381,-102.898,US,-2.45833333333,80.3061903964,2.20315371973
727507-54904,45.332,-95.651,US,-5.33333333333,85.4595745548,2.21546018365
725314-03960,38.571,-90.157,US,7.39583333333,83.9482257919,1.97817213937
722540-13904,30.183,-97.68,US,18.9458333333,68.3749222954,1.88471808337
722899-03179,33.975,-117.636,US,13.8375,68.7544618177,1.9818914676
726480-94853,45.733,-87.083,US,2.26666666667,59.2170428894,2.29120510534
