lat,lon,R-value
134.9,-12.117,1.7485530674834207
-45.4,-1.717,1.568719065835063
-67.332,-8.777,1.7031079394963493
-1.067,5.2,1.5569004435687983
15.033,58.717,1.9669839833223177
89.467,26.333,1.5007157553883013
-90.157,38.571,1.5728473392978506
7.283,46.983,1.7862988072178327
28.144,61.045,1.9341858743129012
-64.1,53.567,1.825880341343794
-64.783,-7.267,1.6305146612099637
8.833,35.167,1.90311985473868
-98.371,19.158,1.9462777938469307
-97.68,30.183,1.6269707163280436
31.133,-29.617,1.892675134847994
25.617,-27.65,2.22530762324052
113.917,32.933,1.631472313106987
4.867,44.14,1.8978828723636858
107.383,34.517,1.6218294952494923
136.683,66.8,1.980289711042981
8.4,46.967,1.7919946725522764
-43.35,-3.75,1.6403693127663372
118.1,39.65,1.819279246453776
-36.517,-8.883,1.628229496066296
-87.083,45.733,1.8133094384869435
130.633,-18.333,2.2515286801720955
37.479,36.947,1.9512688426821674
19.912,39.602,1.8485150224634312
114.708,-28.796,1.8124188433622839
88.447,22.655,1.5075384535459322
-75.294,2.95,1.688559544772815
-74.207,44.385,1.724178486832081
-173.962,-18.585,1.64422769808866
100.75,35.583,2.0531377808350446
-89.822,30.343,1.583637386376037
120.05,-33.583,1.9766375916283148
-64.683,32.367,1.6462518187859017
136.883,-30.483,2.263560481765805
133.855,34.757,1.6666602698637003
-72.533,48.833,1.7431224535809995
140.683,-34.2,2.135647148730341
7.867,46.667,1.7887739133886487
25.3,46.65,1.9396451903736704
-106.867,40.517,2.157252527141128
5.183,52.1,1.7369546749014895
-4.535,53.248,1.7879652852159436
-157.58,57.58,1.9699129700410194
103.253,15.23,1.640605463179352
-70.737,7.069,1.618258574497898
-112.351,40.612,2.0775229630849945
17.833,47.067,1.768836645142414
70.2,39.45,2.01378946615415
-80.567,28.483,1.6024633256657523
9.685,52.461,1.8544754540353383
134.817,35.533,1.6882057176108978
-113.9,52.183,1.8626704226150872
-77.547,35.937,1.682044390332953
143.917,-35.733,2.147596895287139
138.367,-21.6,2.3142222238479335
-122.285,38.21,1.8760191875688206
-49.933,-4.25,2.206147275967626
-81.156,35.197,1.743116948378114
-94.712,32.385,1.6643539656531008
-76.903,36.698,1.6734621330266002
108.1,10.933,1.6003953638075852
114.15,44.617,2.0912917041564816
15.733,50.733,1.8912530378055188
-94.888,36.909,1.692180428595166
142.45,-38.283,1.9140976321517207
73.25,34.183,1.7881373656593866
-35.248,-5.911,1.6095483732806064
42.9,62.1,1.9368954574954804
-35.983,-8.233,1.6686413142832834
14.183,59.667,1.9005267555043512
-41.283,-16.0,1.7206997056564854
82.95,41.717,2.04812109010398
90.517,56.283,1.8015799112682276
21.067,63.433,1.8084287450286638
8.183,46.367,1.9750778634510715
-114.083,64.183,2.0330102353996704
-3.417,56.883,1.8426762290331777
45.5,55.533,1.8469628091482417
-84.701,45.013,1.8081967807276953
22.467,46.533,1.8249871996440072
56.917,65.967,2.0571887872516714
5.4,50.033,1.805300324711241
105.967,31.583,1.6292925211055336
18.268,42.561,1.8540315886024357
-89.533,14.967,1.7088224852319387
11.85,45.4,1.7973867864003386
14.467,48.95,1.8613951154321098
121.617,-32.983,2.1199843517260772
-105.283,73.75,1.9843751617314624
126.983,37.267,1.698026851965151
-62.48,44.98,1.7850987116917711
16.983,60.267,1.8330485604181443
-63.135,-17.645,1.8082808376674595
-93.65,47.783,1.7999858252338898
-48.476,-1.379,1.5999624072204068
-109.483,37.583,2.174409902466941
30.8,36.899,1.8816873189039836
-84.264,32.955,1.6481547893218655
-92.652,37.648,1.6852698855921906
107.703,16.402,1.6527284980813346
-109.513,40.443,2.105285487155641
-57.673,-19.012,1.8396766206605324
66.967,54.367,2.0297417839644867
36.29,49.925,1.9259275155575843
-72.512,7.928,1.6964049164829023
35.753,-6.17,1.8672910599045878
9.412,0.459,1.640942281004579
150.267,-33.617,1.9744531877180864
124.883,38.15,1.6478598149933799
-111.7,54.5,1.816429298701214
-86.877,21.037,1.558145052801227
-99.204,35.357,1.8065311492891767
-83.806,41.587,1.6706220819599393
27.202,61.687,1.9408336871725407
64.217,60.317,2.1116523174463744
47.7,37.45,1.989599982972389
-161.833,59.75,1.9522467970280193
92.55,10.583,1.5301851321084086
82.717,18.817,1.647464707151543
8.517,60.867,1.9182459721389704
-73.807,7.024,1.6442049601709785
24.417,57.317,2.536104997122269
-89.617,-0.917,1.7332660847958057
-135.868,63.616,2.0387959565052967
-4.733,52.783,1.7652863940722092
15.95,48.767,1.8393154742647304
12.917,18.683,2.0392325154445343
124.933,40.45,1.6999930307335824
102.32,12.275,1.5588910693678266
43.783,52.25,1.997155166348014
42.117,47.633,2.029945955724322
-76.874,39.918,1.7562632333140944
89.567,44.017,2.0626271512950765
12.217,46.733,2.0131507555442716
75.801,22.722,1.6426958754035355
14.617,36.983,1.9432760906356035
30.05,63.317,1.9795911228628604
153.383,-28.35,1.9147504598916818
20.667,-32.383,2.0275871480588017
39.25,53.783,2.0006124289427007
20.7,45.783,1.7937740505576891
22.767,49.8,1.767238203172997
-92.953,45.698,1.9042059686045407
16.4,59.05,1.938275821411866
149.233,-37.0,2.057726060532438
-74.35,40.033,1.8237793985569204
-83.738,36.611,1.577812567810635
43.332,38.468,1.9736943537607803
-85.433,41.817,1.5877865356670882
-59.183,55.083,1.8710430434054306
-16.2,13.217,1.693789615825624
-79.89,34.466,1.7043056793784896
93.783,31.883,2.0167366838312355
-57.867,49.567,1.8273905960886614
60.033,31.533,2.1073786411747055
126.9,35.167,1.6833715478720104
-106.836,34.646,2.172171493227911
7.033,46.183,1.8954471826903188
12.488,37.911,1.7811952683749253
-38.999,-15.355,1.5733048132651064
93.367,14.117,1.5800491038971547
-86.804,35.507,1.6340741263439313
115.983,-32.05,1.7062731831470024
15.833,47.617,1.874663853583342
-135.006,68.223,2.2605088109176004
15.117,46.483,1.8275525537676751
-115.579,32.834,1.9775808622434197
60.803,56.743,2.067269718188814
-51.425,-22.175,1.697500235850619
32.933,-2.444,1.8675763044859712
-57.083,-24.067,1.9180084605039758
-110.417,53.35,1.8688953833534145
-68.417,-33.083,2.1772887400422443
-76.417,39.333,1.6163278636021963
-87.183,30.483,1.6404164247214137
141.3,38.433,1.6887544991699994
7.567,6.467,1.5936894091314477
17.283,47.883,1.7640359297384387
176.2,-40.9,1.7392395340140827
-117.808,40.902,2.1144887887750814
-97.967,30.5,1.6506487234575125
80.428,8.301,1.638111160753322
27.967,-18.2,2.0256137296105363
97.4,25.367,1.5168262790585376
26.567,41.667,1.8768823524279976
105.717,10.083,1.499471900329746
-93.207,42.471,1.7277038918006058
23.933,45.65,1.9285908270027563
-103.983,41.117,2.151232453630548
-70.783,46.2,1.9072072048834874
9.067,61.117,1.8890054472397146
-110.733,43.6,2.0028584393574227
-79.217,43.25,1.7347162669386547
-84.525,39.364,1.62373307051954
-73.467,44.65,1.6913346820268673
-90.303,45.101,1.8105096072495646
114.517,51.1,1.9463930831393217
19.111,17.917,1.7001911722902792
119.783,25.517,1.5951767416271707
-159.806,-21.203,1.7940501495263939
-60.931,-34.546,2.1355615424979377
-49.983,-20.417,1.8125679795458587
23.898,52.108,1.855797612837321
-3.339,57.705,1.812142108611796
131.133,56.283,1.935188508859746
112.717,-7.217,1.6309604477082984
147.117,-41.417,2.003344404691446
83.783,57.583,1.9080738490899414
31.0,49.667,1.877650801496113
-52.328,-31.718,2.0842340062103966
-112.817,54.767,1.7944885348854425
-63.517,44.633,1.7913432362132269
12.188,-5.597,1.7059419098727526
8.803,41.924,1.7867417468647842
-100.885,38.474,1.8614788252477181
123.567,71.917,1.8494523224114559
60.133,49.95,2.086262742368421
35.316,47.867,1.9207907036103715
10.15,59.717,1.7624818603791725
27.033,50.167,1.8454619034216544
-120.201,47.398,2.1624821075716922
-0.433,53.867,1.7860749506048268
41.283,39.9,1.9475591822427503
126.15,-13.75,1.8359892473650508
-89.533,44.55,1.7458178283802486
-103.317,34.383,1.9301730787339566
124.567,-8.217,1.6796495388563042
-80.209,33.587,1.7352099222761255
-97.05,50.633,1.9155581078988058
22.85,43.983,1.8480804164241948
-44.333,-9.083,1.851820938978936
140.691,40.735,1.6816010662458427
27.95,55.817,1.821001975704814
-91.479,30.718,1.588071869833882
-80.274,39.0,1.642472571376325
12.15,55.4,1.7272640372429364
-97.233,49.0,1.9350076318503333
-16.572,28.044,1.8639552816516451
-116.468,32.626,1.9112660664767966
16.15,54.2,1.7674951800469367
143.35,44.35,1.7340427870518325
76.85,69.083,1.8990763247663605
102.267,60.333,1.9407854087240812
-105.6,57.25,1.8917805210317402
55.517,39.25,2.0767624092751698
36.933,37.6,1.8603277357187116
6.867,59.333,1.9240287340912945
-78.616,-0.907,1.979145556280847
-0.533,35.533,1.9269533514987107
9.378,51.408,1.8674401392042055
10.1,35.667,1.7496196551292438
-3.621,42.358,1.9191318014630956
21.95,42.983,1.7575478850962822
81.3,24.533,1.662118146213428
9.55,46.75,1.9316451428077754
-95.484,37.67,1.662226588413159
28.05,64.667,2.1023498273071493
-99.267,34.65,1.8370538852592229
-76.53,64.23,2.1643387826405243
8.233,47.25,1.7804734392741874
51.543,51.151,2.0264376421938084
-75.133,4.422,1.7088433482398906
6.042,50.961,1.8620502855888992
138.117,36.05,1.8411433739215914
-119.283,50.7,1.821797706156924
9.518,40.899,1.8203156012353088
26.417,58.75,1.8059541079007642
23.933,32.1,1.7339020116222923
-54.033,5.5,1.5542341964576565
78.71,10.765,1.6770722501750317
94.55,57.2,1.75542365885003
126.763,36.002,1.6757545358785564
-179.117,66.35,2.1462355640244044
-51.559,-27.169,1.8666289330837067
-107.902,35.165,2.2595749433018772
-116.982,51.299,1.9024532297713708
31.049,-24.369,2.128098492563391
78.083,10.95,1.7584780525899442
133.55,33.567,1.5956376910230028
-81.382,35.742,1.785834080165165
-91.526,29.562,1.546602975263215
-79.55,8.967,1.5589455730431063
44.346,48.783,2.064514653732541
-47.883,-21.983,1.7691435108835027
78.567,39.8,2.040827795925225
68.9,24.633,1.6080922066536818
30.983,62.767,1.974922347345017
23.9,47.133,1.7820480487343562
13.4,-1.667,1.6300421379247019
-20.279,63.424,1.9131216532532962
12.083,45.685,1.6406865227288292
-87.938,42.595,1.6850050332225242
24.765,-28.803,2.1498702757876478
105.95,23.3,1.6454669461381877
-76.684,39.173,1.6910993195337143
40.283,64.85,1.9282584220142527
-94.308,32.521,1.619750742112318
41.533,58.483,1.8874903726972643
-15.932,23.718,1.8048556316356914
70.617,56.817,2.085170408575795
-105.017,40.45,2.019843260291048
51.315,25.117,1.8573337154181897
-102.518,43.021,2.0021473672613457
149.783,-35.433,2.092591886358438
-75.123,40.33,1.6583045029065624
41.84,37.979,1.9937767428439543
78.717,45.85,2.0634697149782
12.714,58.426,1.7531758741437051
-112.155,35.946,2.2451487360722617
36.433,58.85,1.735894364927386
28.767,55.467,1.8430829232462997
-42.95,-18.783,1.7899509846674226
119.933,47.167,1.9504109878337363
16.867,54.583,1.7356828962822248
121.117,41.133,1.8102761446666613
-88.783,14.783,1.704519925739359
-97.467,35.25,1.722113169008474
147.617,-22.783,2.0487329054790666
-80.55,42.867,1.7283582637442998
-55.533,-22.533,1.8216210678276328
-74.204,-13.155,2.17528452713197
4.924,43.523,1.8849830871339726
-60.647,2.805,1.674046540865374
0.467,6.6,1.6248497964226654
1.103,43.008,1.740621182654113
-98.006,35.473,1.7092218443792335
-60.95,-16.367,1.6845085764707743
-107.017,49.1,1.9951814508293126
-105.38,42.796,2.108967574480393
97.2,24.267,1.584960354155244
-90.467,49.033,1.8181402725225628
13.033,48.217,1.7953160783241058
-80.414,22.15,1.6105517332665351
88.683,25.65,1.5541261866270495
-117.733,49.117,1.7767007712207457
39.7,54.633,1.7957490218217507
8.667,55.3,1.71960234501667
22.95,59.767,1.8811108674092347
-99.621,48.884,1.838625288495008
20.867,-33.2,2.06878623254145
13.217,47.4,1.8883105481059468
-62.333,82.5,2.084360096367049
-5.117,38.517,2.000024892888974
-54.6,-22.85,1.7658614993695614
-103.512,38.049,2.0865630867166316
129.928,28.321,1.535564484307823
-48.964,-16.229,2.0254239419940627
-116.892,40.612,2.0980101794236288
7.767,62.45,2.092107893749313
72.868,19.089,1.5751121428167267
146.267,-43.05,1.881490704484722
-18.117,65.683,1.9047301377305417
19.8,41.333,1.7310950051035252
129.867,32.733,1.5107193409892599
32.717,29.583,1.7799232410929082
73.529,4.192,1.6039371166371668
8.433,46.767,2.0408446960226065
45.45,51.633,1.728653163244002
-84.219,39.906,1.627740559320197
174.792,-37.008,1.7824297204526083
89.55,56.217,1.7504168512687215
73.667,17.933,1.6102674304869833
-118.052,33.79,1.8375864423784851
145.433,-17.133,1.8370554314733336
-65.332,48.012,1.8566919144900031
124.217,7.167,1.6061872080710713
-72.614,44.534,1.7358683726854054
141.666,42.794,1.732799778309667
46.25,60.767,1.8100938449106987
135.083,51.417,1.9028909853660079
16.694,49.151,1.7613237163895783
-84.333,37.633,1.70763080437634
148.183,-32.717,1.8984271518604547
21.621,41.962,1.8366200568097728
-109.635,32.855,2.053655998094032
13.433,48.467,1.8003437024117224
-73.1,44.933,1.7730664852813667
37.65,0.083,1.8127138748352691
-98.933,35.538,1.821683706571347
-110.428,31.607,1.986815105056075
95.167,50.25,2.04920436182514
138.833,-34.55,1.7643546372633891
-102.688,38.07,2.0225391727205055
40.483,52.883,1.8964540326258883
37.6,52.433,1.8515305677687754
18.383,9.15,1.7054398035378853
11.033,46.867,2.0569320193836447
18.786,-5.036,1.7139856306080081
142.3,-36.667,1.9789304734248545
128.15,40.817,1.9044017272022997
28.9,-19.0,1.9937449562030582
-66.25,50.217,1.839880156360381
-3.218,47.3,1.8076332708343916
98.983,8.1,1.5838950022691511
-97.102,36.737,1.740550145822533
99.1,10.333,1.595501472051144
-99.467,27.533,1.6590999319143378
139.383,36.15,1.6348248686833928
117.167,-32.933,1.79001730227993
27.95,47.783,1.9227228534635745
-77.893,35.855,1.7159562662739742
-94.382,46.725,1.8588927557437347
32.617,0.317,1.7437712079476362
-77.515,38.721,1.664724734614926
13.067,55.567,1.8284852233252917
-25.171,36.971,1.715479864002
-86.685,34.679,1.5594396540542372
19.267,65.6,2.1473887161467413
-102.213,30.048,1.8031884517596009
-2.198,57.202,1.758439858044702
99.253,16.896,1.7222070317562093
-69.383,19.05,1.569565657739508
26.44,64.5,2.045407573116702
-109.181,51.518,1.8200413853582407
-103.511,31.383,1.962584878258458
147.5,-42.033,2.0948307760365403
-83.489,31.429,1.7142391509409691
21.933,45.683,1.7713224426661698
-82.933,39.817,1.6524566780830092
149.217,-21.117,1.7553044965244318
62.333,59.433,2.0980280328811514
76.92,8.482,1.6087097509336794
119.483,31.433,1.5019799458121217
-84.717,45.783,1.7364581537215382
-89.172,31.673,1.6063101719969954
9.233,47.5,1.752151566386556
19.217,-34.433,1.9497457852088698
-0.167,54.1,1.7717082848026955
-76.46,35.02,1.6162088074637477
-0.621,35.624,1.895175710576186
-84.895,31.397,1.682034726199817
141.517,40.533,1.7094388412400514
-114.847,39.295,2.180735424569778
6.867,46.567,1.8938227589431658
85.359,27.697,1.6419918441926689
45.367,50.067,2.0949660885651946
32.562,37.979,2.0048564847985606
-94.017,36.9,1.6647217966180186
22.25,41.417,1.8469762936682796
40.522,-12.987,1.6277123995613647
129.2,40.667,1.7340551479564823
8.3,47.033,1.7865761167114453
49.433,52.983,2.1704645789734167
-117.883,55.8,1.9656467765462025
103.583,16.333,1.5674786089346795
102.504,13.7,1.5893019769261074
-64.701,-21.556,2.2159071153121648
-9.35,15.233,1.8446263996844734
118.9,39.433,1.7246021243119487
-97.197,33.651,1.748163265035032
44.833,35.517,1.97025662703556
-81.048,29.183,1.581697820463516
14.567,58.567,1.7007184295083067
79.333,49.0,2.131434758751582
12.817,46.833,1.8347582433672605
39.5,51.0,1.9861331640330153
-107.721,32.262,2.106416516801436
130.75,32.217,1.524158547758585
5.764,61.393,1.9772334885346459
79.467,29.033,1.6132269644033528
-122.537,48.794,1.9616750802421374
42.667,43.733,2.057008276841289
-96.043,44.986,1.7687844455218475
3.667,36.283,1.8509620472154322
99.183,25.117,1.8462821621991465
27.35,38.633,1.8762194746020964
28.627,-20.021,1.9781305404731595
-89.328,39.534,1.5619199194758993
-0.551,53.308,1.8513538329391062
-109.606,31.458,2.3585433332949606
152.017,-29.05,1.942984910450643
-48.883,-23.983,1.7823368928963288
95.833,20.833,1.6534890222262766
-51.933,-23.405,1.713475592306899
104.701,-2.898,1.5919127044893169
-96.836,32.969,1.7319048430112658
11.969,36.817,1.739714748027628
15.7,48.467,1.7939493792718009
-82.3,43.0,1.6999517000456499
40.0,7.133,1.931730346895773
-111.65,49.133,1.8631955212323106
107.2,49.45,2.0278489952234295
71.783,21.083,1.5994046006664
-2.133,40.067,2.0771448631662275
-6.1,35.15,1.8072637851997104
90.017,61.6,1.8918974381297455
19.55,45.1,1.7039932246387384
-85.664,38.228,1.6725272148936532
-96.967,50.617,1.8885421553596988
64.333,43.15,2.1879445892569875
-77.114,-12.022,1.819826480876435
-6.661,4.747,1.6340168829794983
166.45,68.05,2.3367856697581297
82.417,61.533,1.9783285988463288
88.267,27.05,1.6657358349062552
-110.717,50.033,1.9390417550834895
71.583,40.983,2.075789671391477
-84.63,46.49,1.7214727996975752
-97.817,35.483,1.743348640302449
17.467,67.733,2.1651742164994356
-66.356,-33.273,2.2431251972093595
-78.517,52.233,1.7839614296131183
88.2,22.183,1.5146119643697817
-46.367,-14.1,1.9093215186905441
-59.986,-3.146,1.589957540383005
33.2,51.233,1.8699563590308808
-95.133,45.117,1.8369763600769002
14.911,40.62,1.843855052410814
20.765,38.925,1.733199285472409
-99.75,16.75,1.5651097432785939
133.696,-3.645,1.588839947726099
130.55,31.55,1.5385990949862558
-36.5,-8.9,1.6016498546654718
-93.272,45.886,1.850711859102908
-60.217,-36.883,2.054904354102705
-81.755,24.557,1.6334865508780405
126.383,-14.083,1.9798373742074773
-155.583,61.1,1.9541489775865615
