station,lat,loc,country,air,rh,R
726950-24285,44.583,-124.05,US,4.375,73.5494194189,2.12678348139
152890-99999,45.383,21.133,RO,5.4375,64.154987572,2.18649895663
818220-99999,-5.55,-47.467,BR,25.7318181818,84.4762789446,1.6131559812
025610-99999,58.65,15.433,SW,3.57916666667,77.9352992533,2.10479871574
833590-99999,-15.861,-52.389,BR,27.5,80.9125059588,1.60897069887
249180-99999,60.05,108.083,RS,1.525,68.5675586421,2.22555884685
724586-03919,38.8,-97.65,US,2.46666666667,81.5698618736,2.09548591846
080270-99999,43.3,-2.033,SP,10.65,76.3120479488,1.9797136286
025260-99999,57.663,12.28,SW,3.32083333333,85.8204422441,2.04222302221
821070-99999,-0.117,-66.967,BR,27.375,91.7164147037,1.51873066184
272250-99999,58.1,38.683,RS,-3.8625,63.9689737227,2.37093295546
286980-99999,54.967,73.311,RS,2.17916666667,77.9700290626,2.13202473398
110162-99999,47.967,16.267,AU,9.4,26.4411108968,2.43218126851
444620-99999,27.3,86.5,NP,15.26,52.6019450227,2.09251371171
720425-99999,37.163,-101.371,US,2.3625,96.3360609414,1.97083984712
621200-99999,30.383,13.583,LY,20.3,68.0559926686,1.8608315829
726413-04875,43.417,-88.133,US,-0.25,62.360088313,2.31371544227
655600-99999,6.793,-6.473,IV,28.5125,79.5258658059,1.60096232139
A00015-53129,36.96,-113.014,US,9.41666666667,66.4682320709,2.08842090216
725229-04858,40.023,-82.463,US,3.825,71.7651260488,2.1529057185
353942-99999,46.283,48.006,RS,7.375,54.4275334602,2.23186926291
727449-04954,46.419,-92.804,US,-4.54166666667,66.9281684595,2.35889548128
433350-99999,10.767,76.65,IN,31.7,54.4585310539,1.75337380356
724765-93013,38.506,-107.899,US,7.3625,43.5267117659,2.32564406305
999999-93804,34.917,-81.95,US,13.0416666667,67.6840508188,2.00672167731
919440-99999,-18.075,-140.946,FP,28.075,68.3659272615,1.7053158441
296620-99999,55.383,91.617,RS,2.9,69.3037882988,2.1922094964
166480-99999,39.65,22.466,GR,9.64166666667,84.3793954103,1.93031962071
959350-99999,-36.217,150.133,AS,20.0,43.9796779058,2.07330436357
014190-99999,59.05,6.117,NO,4.86666666667,88.7296277674,1.98687112709
867400-99999,-16.717,-43.867,BR,24.0,67.9632025723,1.78888572193
014680-99999,60.183,12.0,NO,3.23333333333,79.7026323257,2.09643408131
724107-53895,36.766,-80.823,US,6.5,87.5664654303,1.96473972661
726836-04201,45.773,-122.861,US,2.81666666667,69.0438919455,2.19607774044
721011-99999,47.967,-100.581,US,-6.00416666667,81.1499804383,2.26562508451
722166-93845,30.783,-83.277,US,21.6416666667,65.2414196881,1.85860345241
160200-99999,46.46,11.326,IT,8.64705882353,70.0458500179,2.07285543038
868550-99999,-21.717,-41.35,BR,27.0454545455,75.1157174773,1.66764350768
875760-99999,-34.822,-58.536,AR,18.9958333333,78.4914876574,1.79693495257
711060-94234,49.083,-125.767,CA,5.15384615385,29.1625304224,2.49231087359
720305-53964,33.254,-97.581,US,10.4208333333,91.4711082963,1.85415430748
