,x
2019/1/6,10.7666666667,81.8797217345,1.92964932085
2019/1/7,12.1,86.594565753,1.86298262584
2019/1/11,12.4,86.6292659414,1.85678689822
2019/1/12,12.1,84.8256251349,1.87816013634
2019/1/15,15.2,73.2587507259,1.91645791877
2019/1/16,15.5,75.581738637,1.89062868249
2019/1/17,15.5588235294,95.746828702,1.71645573915
2019/1/18,14.6857142857,86.2323322302,1.81525544661
2019/1/21,14.2333333333,89.9625939524,1.79214361056
2019/1/30,14.4666666667,86.4656243736,1.81756027621
2019/1/31,14.25,87.1346569772,1.81607964314
2019/2/1,16.1,66.2363097068,1.95901646272
2019/2/2,12.78,92.4556635181,1.79932560701
2019/2/3,12.55,89.9306088839,1.82551237578
2019/2/4,12.84,87.6207242262,1.83962978614
2019/2/9,8.3,92.8143933568,1.884324505
2019/2/14,14.28,95.0965078647,1.74717716252
2019/2/15,12.8,68.8809325255,2.00120359893
2019/2/16,12.25,86.4543731984,1.86123647796
2019/2/21,10.0,78.4291786992,1.97432764676
2019/2/27,11.15,87.5719350404,1.87327379735
2019/2/28,15.2,81.2916770216,1.84753541115
2019/3/1,15.0,82.1095991292,1.84444963947
2019/3/2,14.4666666667,92.9515045685,1.76191142414
2019/3/3,14.8,87.2274173096,1.80447075948
2019/3/4,15.2,72.2513959985,1.92510102233
2019/3/6,13.5375,89.7683337423,1.80749044649
2019/3/7,14.175,93.903601296,1.75947660088
2019/3/9,10.6,72.567471316,2.01282509611
2019/3/13,14.4,72.0518858828,1.94254081913
2019/3/19,16.1,77.7939880285,1.85985158272
2019/3/20,16.1,70.0185846728,1.92656454351
2019/3/24,13.35,86.4934542021,1.83927516295
2019/3/27,13.9,77.4483725441,1.90606896357
2019/3/28,16.95,71.0525429336,1.90098218163
2019/4/2,15.6,80.3044012251,1.84814223749
2019/4/3,15.5333333333,77.2394649832,1.87575005711
2019/4/4,16.1,67.2838752265,1.95002835056
2019/4/6,13.6,84.9525055676,1.84758150223
2019/4/15,12.0333333333,89.7935295433,1.83684618318
2019/4/16,16.4666666667,65.7794600392,1.9557275662
2019/4/19,15.2,85.5706669216,1.81082167781
2019/4/20,15.45,76.5370584147,1.8834150388
2019/4/21,15.2,73.5412847274,1.91403377704
2019/4/22,14.15,80.7034220513,1.8732256388
2019/4/25,16.1,83.569637824,1.81029650747
2019/4/26,16.1333333333,80.988248145,1.83178949758
2019/4/29,14.175,88.019157865,1.80996512552
2019/4/30,14.8,78.6366530769,1.8781795166
2019/5/2,17.2,70.2365527367,1.90306837752
2019/5/4,16.7,77.8869415466,1.84725804153
2019/5/6,16.7,67.4113515706,1.93713860352
2019/5/7,16.1,71.4720140641,1.91409411933
2019/5/8,15.6,77.7161024326,1.87034984113
2019/5/9,18.05,66.3861250383,1.91939404717
2019/5/10,17.0666666667,68.2438005755,1.9227875244
2019/5/12,22.2,61.5007839882,1.87972127338
2019/5/13,17.2,81.0483520865,1.8103031391
2019/5/14,19.4,70.665993124,1.856131779
2019/5/16,15.675,82.8692399789,1.82466142098
2019/5/19,12.46,85.093189329,1.86878683556
2019/5/20,13.6,76.1283359932,1.92329287718
2019/5/21,17.8,65.0242376719,1.93599404078
2019/5/22,16.1,64.643446579,1.97268322835
2019/5/23,14.7,67.5870244606,1.97495133013
2019/5/25,14.4,83.9147970334,1.84075704145
2019/5/26,14.4333333333,72.3572501928,1.93926546001
2019/5/27,11.95,84.7479244557,1.88177580817
2019/5/28,16.1,67.2838752265,1.95002835056
2019/5/30,16.1,79.6721548761,1.84373691116
2019/5/31,16.7,77.8869415466,1.84725804153
2019/6/1,16.1,77.7939880285,1.85985158272
2019/6/3,20.3,64.3252553961,1.8928413087
2019/6/4,17.2,75.4727947136,1.85814142136
2019/6/5,20.0,73.0860571889,1.82357162932
2019/6/6,17.8,80.6095197608,1.80227232045
2019/6/7,18.9,75.0491613629,1.82835419551
2019/6/8,18.775,71.4179973558,1.86196708269
2019/6/9,17.8,80.6095197608,1.80227232045
2019/6/10,18.3,81.195707501,1.78741282964
2019/6/13,17.4,80.9404426668,1.80729700192
2019/6/14,21.7,63.3917152867,1.87332708284
2019/6/15,17.8,78.0559265573,1.82418215014
2019/6/16,17.8,75.0854352799,1.8496689653
2019/6/17,20.5666666667,69.3292067515,1.84466473941
2019/6/18,20.9125,66.1210450761,1.86539168325
2019/6/19,20.2625,70.7216962567,1.83869709612
2019/6/20,19.7583333333,71.7044985143,1.84017656941
2019/6/21,19.075,74.5742236323,1.82898866123
2019/6/22,19.6083333333,70.8000703482,1.85088556308
2019/6/23,19.7708333333,70.8388071245,1.84735845154
2019/6/24,18.9333333333,79.2735407737,1.79145368683
2019/6/25,19.1958333333,72.8045032375,1.84179727889
2019/6/26,19.175,74.3706401435,1.82876940757
2019/6/27,19.9291666667,72.4066970843,1.83079312235
2019/6/28,20.55,69.9824786856,1.83938733288
2019/6/29,21.5458333333,67.4480817139,1.84155437556
2019/6/30,22.5875,62.9015749658,1.86008423679
2019/7/1,22.25,63.7580193737,1.85937119377
2019/7/2,22.1,64.0196503702,1.86007539982
2019/7/3,21.6833333333,66.3163700712,1.84856121146
2019/7/4,21.1916666667,66.5001440055,1.85665059777
2019/7/5,20.2958333333,71.1396668616,1.83445557499
2019/7/6,20.5041666667,72.6406487777,1.81748131682
2019/7/7,20.0666666667,73.0211305451,1.82281803326
2019/7/8,20.4541666667,67.1678528169,1.86542090616
2019/7/9,21.2652173913,65.4333260502,1.86435788858
2019/7/10,20.9916666667,71.6105940205,1.81673493664
